num,PNMOS,Wfin [nm],amp.,corr.x,corr.y,alpha,Ioff,IDSAT,IDLIN,IDLO,IDHI,VTSAT,VTLIN,SS,DIBL(mV),sigma(VTSAT)[mV]
,N,7,0.505,48.624,67.994,0.352,3.24E-12,4E-05,1.62E-05,8.34E-07,3.9E-05,0.335,0.343,62.191,12.3077,
,N,7,0.505,48.624,67.994,0.352,4.46E-12,4.36E-05,1.78E-05,9.89E-07,4.23E-05,0.329,0.34,62.744,16.9231,
,N,7,0.505,48.624,67.994,0.352,2.79E-12,4.28E-05,1.72E-05,7.51E-07,4.16E-05,0.339,0.346,62.177,10.7692,
,N,7,0.505,48.624,67.994,0.352,2.09E-12,4.22E-05,1.62E-05,6.78E-07,4.09E-05,0.343,0.349,61.58,9.2308,
,N,7,0.505,48.624,67.994,0.352,1.42E-12,4.21E-05,1.51E-05,5.23E-07,4.05E-05,0.351,0.359,61.383,12.3077,
,N,7,0.505,48.624,67.994,0.352,1.29E-12,3.85E-05,1.47E-05,4.75E-07,3.74E-05,0.354,0.361,61.263,10.7692,
,N,7,0.505,48.624,67.994,0.352,2.16E-12,3.9E-05,1.63E-05,6.62E-07,3.82E-05,0.343,0.351,61.757,12.3077,
,N,7,0.505,48.624,67.994,0.352,1.75E-12,4.2E-05,1.61E-05,6.02E-07,4.07E-05,0.346,0.353,61.425,10.7692,
,N,7,0.505,48.624,67.994,0.352,1.6E-12,4.02E-05,1.58E-05,5.72E-07,3.91E-05,0.348,0.356,61.345,12.3077,
,N,7,0.505,48.624,67.994,0.352,1.57E-12,4.05E-05,1.59E-05,5.54E-07,3.96E-05,0.349,0.356,61.432,10.7692,
,N,7,0.505,48.624,67.994,0.352,2.76E-12,4.18E-05,1.65E-05,7.73E-07,4.06E-05,0.338,0.346,62.06,12.3077,
,N,7,0.505,48.624,67.994,0.352,4.17E-12,4.17E-05,1.72E-05,9.49E-07,4.06E-05,0.331,0.341,62.594,15.3846,
,N,7,0.505,48.624,67.994,0.352,1.39E-12,3.98E-05,1.57E-05,5.12E-07,3.88E-05,0.352,0.358,61.234,9.2308,
,N,7,0.505,48.624,67.994,0.352,1.67E-12,3.92E-05,1.5E-05,5.83E-07,3.79E-05,0.347,0.355,61.387,12.3077,
,N,7,0.505,48.624,67.994,0.352,1.52E-12,4.15E-05,1.56E-05,5.36E-07,4.02E-05,0.35,0.357,61.459,10.7692,
,N,7,0.505,48.624,67.994,0.352,2.14E-12,4.1E-05,1.63E-05,6.55E-07,3.98E-05,0.344,0.35,61.763,9.2308,
,N,7,0.505,48.624,67.994,0.352,1.94E-12,4.11E-05,1.57E-05,6.43E-07,3.96E-05,0.344,0.353,61.533,13.8462,
,N,7,0.505,48.624,67.994,0.352,1.48E-12,4.19E-05,1.6E-05,5.42E-07,4.07E-05,0.35,0.358,61.406,12.3077,
,N,7,0.505,48.624,67.994,0.352,1.71E-12,3.94E-05,1.54E-05,5.69E-07,3.84E-05,0.348,0.355,61.591,10.7692,
,N,7,0.505,48.624,67.994,0.352,1.08E-12,4.15E-05,1.7E-05,4.23E-07,4.04E-05,0.358,0.363,61.176,7.6923,
,N,7,0.505,48.624,67.994,0.352,2.42E-12,4.32E-05,1.68E-05,7.43E-07,4.18E-05,0.34,0.348,61.744,12.3077,
,N,7,0.505,48.624,67.994,0.352,2.86E-12,4.14E-05,1.68E-05,8.18E-07,4.03E-05,0.336,0.346,61.888,15.3846,
,N,7,0.505,48.624,67.994,0.352,3.2E-12,4.3E-05,1.7E-05,8.32E-07,4.18E-05,0.336,0.345,62.258,13.8462,
,N,7,0.505,48.624,67.994,0.352,8.41E-13,3.35E-05,1.37E-05,3.43E-07,3.29E-05,0.364,0.37,61.029,9.2308,
,N,7,0.505,48.624,67.994,0.352,2.92E-12,4.18E-05,1.69E-05,7.86E-07,4.06E-05,0.338,0.345,62.057,10.7692,
,N,7,0.505,48.624,67.994,0.352,2.15E-12,4.25E-05,1.61E-05,7.1E-07,4.11E-05,0.341,0.349,61.53,12.3077,
,N,7,0.505,48.624,67.994,0.352,2.12E-12,4.01E-05,1.66E-05,6.69E-07,3.92E-05,0.343,0.351,61.675,12.3077,
,N,7,0.505,48.624,67.994,0.352,1.89E-12,4.03E-05,1.65E-05,6.14E-07,3.95E-05,0.346,0.352,61.573,9.2308,
,N,7,0.505,48.624,67.994,0.352,2.69E-12,4.34E-05,1.72E-05,7.97E-07,4.2E-05,0.337,0.346,61.893,13.8462,
,N,7,0.505,48.624,67.994,0.352,2.25E-12,4.23E-05,1.67E-05,7.02E-07,4.11E-05,0.341,0.349,61.758,12.3077,
,N,7,0.505,48.624,67.994,0.352,1.52E-12,4.07E-05,1.56E-05,5.31E-07,3.95E-05,0.35,0.357,61.594,10.7692,
,N,7,0.505,48.624,67.994,0.352,2.05E-12,4.26E-05,1.67E-05,6.59E-07,4.13E-05,0.343,0.351,61.638,12.3077,
,N,7,0.505,48.624,67.994,0.352,3.14E-12,4.33E-05,1.7E-05,8.73E-07,4.18E-05,0.334,0.344,62.045,15.3846,
,N,7,0.505,48.624,67.994,0.352,7.18E-13,3.67E-05,1.5E-05,3E-07,3.58E-05,0.368,0.374,61.149,9.2308,
,N,7,0.505,48.624,67.994,0.352,2.55E-12,4.17E-05,1.69E-05,7.56E-07,4.06E-05,0.339,0.348,61.821,13.8462,
,N,7,0.505,48.624,67.994,0.352,3.28E-12,4.4E-05,1.76E-05,8.71E-07,4.26E-05,0.334,0.344,62.181,15.3846,
,N,7,0.505,48.624,67.994,0.352,1.98E-12,4.1E-05,1.65E-05,6.24E-07,3.97E-05,0.345,0.352,61.691,10.7692,
,N,7,0.505,48.624,67.994,0.352,2.68E-12,4.4E-05,1.7E-05,7.92E-07,4.26E-05,0.337,0.346,61.888,13.8462,
,N,7,0.505,48.624,67.994,0.352,2.44E-12,4.38E-05,1.65E-05,7.4E-07,4.22E-05,0.34,0.348,61.857,12.3077,
,N,7,0.505,48.624,67.994,0.352,4.55E-12,4.37E-05,1.69E-05,1.04E-06,4.22E-05,0.327,0.339,62.538,18.4615,
,N,7,0.505,48.624,67.994,0.352,2.14E-12,4.08E-05,1.62E-05,6.96E-07,3.98E-05,0.342,0.35,61.631,12.3077,
,N,7,0.505,48.624,67.994,0.352,1.03E-12,3.71E-05,1.5E-05,4.19E-07,3.64E-05,0.358,0.365,61.137,10.7692,
,N,7,0.505,48.624,67.994,0.352,2.81E-12,4.26E-05,1.76E-05,7.8E-07,4.14E-05,0.338,0.346,62,12.3077,
,N,7,0.505,48.624,67.994,0.352,2.02E-12,4.04E-05,1.64E-05,6.51E-07,3.92E-05,0.344,0.352,61.674,12.3077,
,N,7,0.505,48.624,67.994,0.352,2.54E-12,4.42E-05,1.77E-05,7.73E-07,4.28E-05,0.338,0.348,61.76,15.3846,
,N,7,0.505,48.624,67.994,0.352,1.94E-12,4.17E-05,1.65E-05,6.42E-07,4.05E-05,0.344,0.351,61.574,10.7692,
,N,7,0.505,48.624,67.994,0.352,1.21E-12,4.09E-05,1.6E-05,4.53E-07,3.99E-05,0.356,0.361,61.371,7.6923,
,N,7,0.505,48.624,67.994,0.352,3.76E-12,4.36E-05,1.73E-05,9.29E-07,4.22E-05,0.332,0.341,62.408,13.8462,
,N,7,0.505,48.624,67.994,0.352,1.68E-12,3.91E-05,1.55E-05,5.58E-07,3.81E-05,0.349,0.356,61.6,10.7692,
,N,7,0.505,48.624,67.994,0.352,2.21E-12,4.44E-05,1.71E-05,7.18E-07,4.29E-05,0.341,0.349,61.596,12.3077,
,N,7,0.505,48.624,67.994,0.352,2.57E-12,4.21E-05,1.65E-05,7.6E-07,4.08E-05,0.339,0.348,61.847,13.8462,
,N,7,0.505,48.624,67.994,0.352,3.27E-12,4.36E-05,1.75E-05,8.72E-07,4.21E-05,0.334,0.344,62.159,15.3846,
,N,7,0.505,48.624,67.994,0.352,2.9E-12,4.24E-05,1.7E-05,8.17E-07,4.12E-05,0.336,0.345,61.999,13.8462,
,N,7,0.505,48.624,67.994,0.352,2.29E-12,4.15E-05,1.71E-05,6.55E-07,4.05E-05,0.344,0.349,61.907,7.6923,
,N,7,0.505,48.624,67.994,0.352,1.95E-12,4.24E-05,1.67E-05,6.54E-07,4.11E-05,0.344,0.352,61.528,12.3077,
,N,7,0.505,48.624,67.994,0.352,2.82E-12,4.32E-05,1.65E-05,8.1E-07,4.18E-05,0.337,0.345,61.912,12.3077,
,N,7,0.505,48.624,67.994,0.352,1.21E-12,4.01E-05,1.58E-05,4.62E-07,3.91E-05,0.355,0.361,61.229,9.2308,
,N,7,0.505,48.624,67.994,0.352,1.19E-12,3.93E-05,1.51E-05,4.64E-07,3.81E-05,0.355,0.362,61.208,10.7692,
,N,7,0.505,48.624,67.994,0.352,1.51E-12,3.9E-05,1.61E-05,5.19E-07,3.82E-05,0.351,0.357,61.536,9.2308,
,N,7,0.505,48.624,67.994,0.352,3.75E-12,4.36E-05,1.78E-05,9.27E-07,4.22E-05,0.332,0.341,62.351,13.8462,
,N,7,0.505,48.624,67.994,0.352,4.03E-12,4.37E-05,1.74E-05,9.41E-07,4.22E-05,0.331,0.341,62.56,15.3846,
,N,7,0.505,48.624,67.994,0.352,3.54E-12,4.4E-05,1.73E-05,9.13E-07,4.25E-05,0.332,0.343,62.21,16.9231,
,N,7,0.505,48.624,67.994,0.352,1.4E-12,4.07E-05,1.47E-05,5.26E-07,3.9E-05,0.351,0.359,61.247,12.3077,
,N,7,0.505,48.624,67.994,0.352,2.22E-12,4.14E-05,1.7E-05,6.68E-07,4.04E-05,0.343,0.349,61.841,9.2308,
,N,7,0.505,48.624,67.994,0.352,2E-12,4.27E-05,1.69E-05,6.65E-07,4.12E-05,0.343,0.351,61.55,12.3077,
,N,7,0.505,48.624,67.994,0.352,1.97E-12,4.18E-05,1.59E-05,6.34E-07,4.03E-05,0.345,0.352,61.595,10.7692,
,N,7,0.505,48.624,67.994,0.352,2.06E-12,4.24E-05,1.69E-05,6.49E-07,4.12E-05,0.344,0.351,61.73,10.7692,
,N,7,0.505,48.624,67.994,0.352,2.29E-12,4.09E-05,1.58E-05,7.31E-07,3.98E-05,0.34,0.348,61.602,12.3077,
,N,7,0.505,48.624,67.994,0.352,1.24E-12,3.44E-05,1.48E-05,4.56E-07,3.4E-05,0.355,0.361,61.226,9.2308,
,N,7,0.505,48.624,67.994,0.352,1.92E-12,4.34E-05,1.69E-05,6.49E-07,4.2E-05,0.344,0.352,61.53,12.3077,
,N,7,0.505,48.624,67.994,0.352,1.13E-12,4.07E-05,1.57E-05,4.61E-07,3.94E-05,0.355,0.363,61.058,12.3077,
,N,7,0.505,48.624,67.994,0.352,2.67E-12,4.24E-05,1.69E-05,7.73E-07,4.11E-05,0.338,0.346,61.924,12.3077,
,N,7,0.505,48.624,67.994,0.352,1.24E-12,3.69E-05,1.5E-05,4.55E-07,3.6E-05,0.356,0.361,61.212,7.6923,
,N,7,0.505,48.624,67.994,0.352,2.79E-12,4.13E-05,1.65E-05,7.78E-07,4.01E-05,0.338,0.346,61.967,12.3077,
,N,7,0.505,48.624,67.994,0.352,2.06E-12,4.17E-05,1.62E-05,6.84E-07,4.04E-05,0.342,0.351,61.546,13.8462,
,N,7,0.505,48.624,67.994,0.352,2.24E-12,4.24E-05,1.65E-05,7.05E-07,4.1E-05,0.341,0.349,61.676,12.3077,
,N,7,0.505,48.624,67.994,0.352,2.59E-12,4.24E-05,1.71E-05,7.63E-07,4.13E-05,0.339,0.347,61.882,12.3077,
,N,7,0.505,48.624,67.994,0.352,2.17E-12,3.99E-05,1.6E-05,6.8E-07,3.88E-05,0.342,0.351,61.734,13.8462,
,N,7,0.505,48.624,67.994,0.352,1.4E-12,4.07E-05,1.59E-05,5.27E-07,3.94E-05,0.351,0.36,61.253,13.8462,
,N,7,0.505,48.624,67.994,0.352,1.82E-12,4.14E-05,1.64E-05,6.2E-07,4.01E-05,0.345,0.353,61.475,12.3077,
,N,7,0.505,48.624,67.994,0.352,3.67E-12,4.37E-05,1.72E-05,9.26E-07,4.23E-05,0.332,0.341,62.3,13.8462,
,N,7,0.505,48.624,67.994,0.352,1.61E-12,4E-05,1.62E-05,5.71E-07,3.91E-05,0.348,0.356,61.439,12.3077,
,N,7,0.505,48.624,67.994,0.352,1.73E-12,3.83E-05,1.59E-05,5.86E-07,3.76E-05,0.347,0.354,61.444,10.7692,
,N,7,0.505,48.624,67.994,0.352,2.96E-12,4.28E-05,1.68E-05,8.28E-07,4.16E-05,0.336,0.345,61.968,13.8462,
,N,7,0.505,48.624,67.994,0.352,1.88E-12,4.38E-05,1.73E-05,6.4E-07,4.24E-05,0.344,0.352,61.58,12.3077,
,N,7,0.505,48.624,67.994,0.352,1.71E-12,3.94E-05,1.55E-05,5.82E-07,3.85E-05,0.347,0.354,61.428,10.7692,
,N,7,0.505,48.624,67.994,0.352,2.23E-12,4.05E-05,1.57E-05,7.12E-07,3.93E-05,0.341,0.349,61.609,12.3077,
,N,7,0.505,48.624,67.994,0.352,2.94E-12,4.25E-05,1.61E-05,8.06E-07,4.11E-05,0.337,0.347,62.059,15.3846,
,N,7,0.505,48.624,67.994,0.352,1.52E-12,3.77E-05,1.44E-05,5.19E-07,3.64E-05,0.351,0.359,61.586,12.3077,
,N,7,0.505,48.624,67.994,0.352,3.23E-12,4.31E-05,1.71E-05,8.72E-07,4.19E-05,0.334,0.344,62.138,15.3846,
,N,7,0.505,48.624,67.994,0.352,2.44E-12,4.25E-05,1.64E-05,7.41E-07,4.13E-05,0.34,0.347,61.815,10.7692,
,N,7,0.505,48.624,67.994,0.352,7.76E-13,3.61E-05,1.49E-05,3.26E-07,3.53E-05,0.366,0.372,61.036,9.2308,
,N,7,0.505,48.624,67.994,0.352,2.23E-12,4.19E-05,1.67E-05,6.82E-07,4.06E-05,0.342,0.35,61.799,12.3077,
,N,7,0.505,48.624,67.994,0.352,1.9E-12,4.26E-05,1.61E-05,6.48E-07,4.12E-05,0.344,0.352,61.485,12.3077,
,N,7,0.505,48.624,67.994,0.352,1.82E-12,4.26E-05,1.58E-05,6.2E-07,4.11E-05,0.345,0.353,61.483,12.3077,
,N,7,0.505,48.624,67.994,0.352,3.69E-12,4.28E-05,1.77E-05,9.16E-07,4.16E-05,0.332,0.342,62.312,15.3846,
,N,7,0.505,48.624,67.994,0.352,1.18E-12,3.65E-05,1.55E-05,4.32E-07,3.6E-05,0.357,0.363,61.306,9.2308,
,N,7,0.505,48.624,67.994,0.352,1.86E-12,3.86E-05,1.59E-05,6.2E-07,3.79E-05,0.345,0.353,61.526,12.3077,
,N,7,0.505,48.624,67.994,0.352,3.56E-12,4.33E-05,1.72E-05,9.07E-07,4.19E-05,0.333,0.342,62.223,13.8462,
,N,7,0.505,48.624,67.994,0.352,1.08E-12,3.89E-05,1.52E-05,4.34E-07,3.76E-05,0.357,0.364,61.097,10.7692,
,N,7,0.505,48.624,67.994,0.352,3.38E-12,4.32E-05,1.77E-05,8.92E-07,4.2E-05,0.333,0.343,62.156,15.3846,
,N,7,0.505,48.624,67.994,0.352,3.1E-12,4.34E-05,1.75E-05,8.64E-07,4.22E-05,0.334,0.344,61.995,15.3846,
,N,7,0.505,48.624,67.994,0.352,4.02E-12,4.43E-05,1.74E-05,1.01E-06,4.29E-05,0.329,0.341,62.256,18.4615,
,N,7,0.505,48.624,67.994,0.352,2.36E-12,4.1E-05,1.62E-05,7.23E-07,3.99E-05,0.34,0.349,61.778,13.8462,
,N,7,0.505,48.624,67.994,0.352,2.71E-12,4.24E-05,1.72E-05,7.86E-07,4.12E-05,0.338,0.346,61.901,12.3077,
,N,7,0.505,48.624,67.994,0.352,2.5E-12,4.19E-05,1.66E-05,7.54E-07,4.08E-05,0.339,0.348,61.797,13.8462,
,N,7,0.505,48.624,67.994,0.352,3E-12,4.35E-05,1.76E-05,8.26E-07,4.22E-05,0.336,0.344,62.111,12.3077,
,N,7,0.505,48.624,67.994,0.352,1.82E-12,3.86E-05,1.5E-05,5.91E-07,3.77E-05,0.347,0.354,61.61,10.7692,
,N,7,0.505,48.624,67.994,0.352,1.64E-12,4.04E-05,1.59E-05,5.5E-07,3.94E-05,0.349,0.355,61.597,9.2308,
,N,7,0.505,48.624,67.994,0.352,2.06E-12,3.87E-05,1.58E-05,6.35E-07,3.77E-05,0.345,0.352,61.74,10.7692,
,N,7,0.505,48.624,67.994,0.352,1.26E-12,4.04E-05,1.63E-05,4.83E-07,3.94E-05,0.353,0.361,61.254,12.3077,
,N,7,0.505,48.624,67.994,0.352,2.11E-12,4.28E-05,1.72E-05,6.7E-07,4.16E-05,0.343,0.35,61.665,10.7692,
,N,7,0.505,48.624,67.994,0.352,3.15E-12,4.44E-05,1.75E-05,8.73E-07,4.3E-05,0.334,0.343,62.013,13.8462,
,N,7,0.505,48.624,67.994,0.352,3.48E-12,4.35E-05,1.76E-05,8.86E-07,4.22E-05,0.333,0.344,62.33,16.9231,
,N,7,0.505,48.624,67.994,0.352,3.39E-12,4.17E-05,1.65E-05,8.61E-07,4.04E-05,0.334,0.344,62.198,15.3846,
,N,7,0.505,48.624,67.994,0.352,2.22E-12,4.19E-05,1.63E-05,7.23E-07,4.05E-05,0.341,0.35,61.543,13.8462,
,N,7,0.505,48.624,67.994,0.352,1.79E-12,4.19E-05,1.66E-05,6.2E-07,4.06E-05,0.345,0.354,61.408,13.8462,
,N,7,0.505,48.624,67.994,0.352,1.34E-12,3.72E-05,1.46E-05,5.01E-07,3.59E-05,0.352,0.36,61.254,12.3077,
,N,7,0.505,48.624,67.994,0.352,1.72E-12,4.04E-05,1.62E-05,5.79E-07,3.94E-05,0.348,0.354,61.528,9.2308,
,N,7,0.505,48.624,67.994,0.352,2.3E-12,4.18E-05,1.68E-05,7.19E-07,4.06E-05,0.341,0.349,61.709,12.3077,
,N,7,0.505,48.624,67.994,0.352,1.97E-12,4.1E-05,1.66E-05,6.57E-07,3.97E-05,0.344,0.354,61.581,15.3846,
,N,7,0.505,48.624,67.994,0.352,1.46E-12,3.8E-05,1.52E-05,5.3E-07,3.68E-05,0.35,0.358,61.337,12.3077,
,N,7,0.505,48.624,67.994,0.352,1.68E-12,4.12E-05,1.62E-05,5.8E-07,4.02E-05,0.347,0.354,61.482,10.7692,
,N,7,0.505,48.624,67.994,0.352,3.71E-12,4.29E-05,1.71E-05,9.16E-07,4.17E-05,0.332,0.342,62.353,15.3846,
,N,7,0.505,48.624,67.994,0.352,1.83E-12,4.08E-05,1.58E-05,6.14E-07,3.97E-05,0.346,0.354,61.528,12.3077,
,N,7,0.505,48.624,67.994,0.352,1.75E-12,3.96E-05,1.46E-05,5.72E-07,3.85E-05,0.348,0.355,61.611,10.7692,
,N,7,0.505,48.624,67.994,0.352,9.5E-13,3.89E-05,1.55E-05,3.88E-07,3.79E-05,0.361,0.366,61.055,7.6923,
,N,7,0.505,48.624,67.994,0.352,1.69E-12,4.18E-05,1.65E-05,5.88E-07,4.07E-05,0.347,0.356,61.499,13.8462,
,N,7,0.505,48.624,67.994,0.352,3.25E-12,4.29E-05,1.63E-05,8.71E-07,4.17E-05,0.334,0.344,62.087,15.3846,
,N,7,0.505,48.624,67.994,0.352,2.89E-12,4.22E-05,1.7E-05,8.16E-07,4.1E-05,0.336,0.345,61.876,13.8462,
,N,7,0.505,48.624,67.994,0.352,2.12E-12,4.2E-05,1.68E-05,6.64E-07,4.09E-05,0.343,0.35,61.75,10.7692,
,N,7,0.505,48.624,67.994,0.352,1.06E-12,3.68E-05,1.45E-05,3.92E-07,3.6E-05,0.36,0.366,61.326,9.2308,
,N,7,0.505,48.624,67.994,0.352,2.35E-12,4.32E-05,1.61E-05,7.41E-07,4.18E-05,0.34,0.348,61.696,12.3077,
,N,7,0.505,48.624,67.994,0.352,1.02E-12,3.69E-05,1.49E-05,3.96E-07,3.6E-05,0.36,0.366,61.188,9.2308,
,N,7,0.505,48.624,67.994,0.352,1.48E-12,3.99E-05,1.59E-05,5.23E-07,3.89E-05,0.351,0.357,61.448,9.2308,
,N,7,0.505,48.624,67.994,0.352,2.44E-12,4.28E-05,1.71E-05,7.42E-07,4.16E-05,0.34,0.348,61.755,12.3077,
,N,7,0.505,48.624,67.994,0.352,1.97E-12,4.32E-05,1.66E-05,6.43E-07,4.18E-05,0.344,0.352,61.596,12.3077,
,N,7,0.505,48.624,67.994,0.352,2.07E-12,4.2E-05,1.56E-05,6.9E-07,4.04E-05,0.342,0.351,61.511,13.8462,
,N,7,0.505,48.624,67.994,0.352,2.99E-12,4.23E-05,1.64E-05,8.17E-07,4.09E-05,0.336,0.346,62.094,15.3846,
,N,7,0.505,48.624,67.994,0.352,2.68E-12,4.17E-05,1.65E-05,7.6E-07,4.05E-05,0.339,0.347,61.959,12.3077,
,N,7,0.505,48.624,67.994,0.352,2.08E-12,4.14E-05,1.59E-05,6.86E-07,4.02E-05,0.342,0.351,61.583,13.8462,
,N,7,0.505,48.624,67.994,0.352,1.77E-12,4.03E-05,1.6E-05,6.06E-07,3.92E-05,0.346,0.355,61.483,13.8462,
,N,7,0.505,48.624,67.994,0.352,1.77E-12,4E-05,1.61E-05,5.98E-07,3.91E-05,0.347,0.354,61.457,10.7692,
,N,7,0.505,48.624,67.994,0.352,2.3E-12,4.38E-05,1.59E-05,7.43E-07,4.21E-05,0.34,0.348,61.605,12.3077,
,N,7,0.505,48.624,67.994,0.352,1.99E-12,4.25E-05,1.61E-05,6.63E-07,4.1E-05,0.343,0.353,61.639,15.3846,
,N,7,0.505,48.624,67.994,0.352,1.44E-12,3.84E-05,1.55E-05,5.24E-07,3.75E-05,0.351,0.359,61.239,12.3077,
,N,7,0.505,48.624,67.994,0.352,1.96E-12,4.18E-05,1.56E-05,6.46E-07,4.05E-05,0.344,0.352,61.62,12.3077,
,N,7,0.505,48.624,67.994,0.352,1.1E-12,3.68E-05,1.49E-05,4.37E-07,3.59E-05,0.357,0.364,61.16,10.7692,
,N,7,0.505,48.624,67.994,0.352,1.03E-12,3.61E-05,1.45E-05,4.03E-07,3.51E-05,0.359,0.368,61.256,13.8462,
,N,7,0.505,48.624,67.994,0.352,3.33E-12,4.3E-05,1.72E-05,8.92E-07,4.17E-05,0.333,0.342,62.106,13.8462,
,N,7,0.505,48.624,67.994,0.352,1.41E-12,3.82E-05,1.48E-05,5.14E-07,3.7E-05,0.351,0.358,61.291,10.7692,
,N,7,0.505,48.624,67.994,0.352,1.79E-12,4.14E-05,1.62E-05,6.03E-07,4.02E-05,0.346,0.354,61.485,12.3077,
,N,7,0.505,48.624,67.994,0.352,8.14E-13,3.86E-05,1.46E-05,3.5E-07,3.68E-05,0.364,0.371,60.986,10.7692,
,N,7,0.505,48.624,67.994,0.352,1.67E-12,4.15E-05,1.61E-05,5.74E-07,4.02E-05,0.348,0.355,61.468,10.7692,
,N,7,0.505,48.624,67.994,0.352,2.03E-12,4.07E-05,1.55E-05,6.57E-07,3.9E-05,0.344,0.353,61.649,13.8462,
,N,7,0.505,48.624,67.994,0.352,2.35E-12,4.25E-05,1.63E-05,7.49E-07,4.1E-05,0.339,0.348,61.64,13.8462,
,N,7,0.505,48.624,67.994,0.352,1.87E-12,4.15E-05,1.64E-05,6.39E-07,4.04E-05,0.344,0.353,61.443,13.8462,
,N,7,0.505,48.624,67.994,0.352,2.41E-12,4.33E-05,1.69E-05,7.38E-07,4.19E-05,0.34,0.348,61.784,12.3077,
,N,7,0.505,48.624,67.994,0.352,1.36E-12,3.91E-05,1.56E-05,4.89E-07,3.81E-05,0.353,0.359,61.302,9.2308,
,N,7,0.505,48.624,67.994,0.352,1.78E-12,4.12E-05,1.59E-05,6.21E-07,3.98E-05,0.345,0.354,61.431,13.8462,
,N,7,0.505,48.624,67.994,0.352,4.95E-12,4.39E-05,1.79E-05,1.05E-06,4.25E-05,0.327,0.338,62.805,16.9231,
,N,7,0.505,48.624,67.994,0.352,2.83E-12,4.3E-05,1.65E-05,8.23E-07,4.15E-05,0.336,0.346,61.813,15.3846,
,N,7,0.505,48.624,67.994,0.352,2.43E-12,4.31E-05,1.69E-05,7.55E-07,4.17E-05,0.339,0.347,61.727,12.3077,
,N,7,0.505,48.624,67.994,0.352,2.44E-12,4.39E-05,1.75E-05,7.51E-07,4.26E-05,0.339,0.348,61.732,13.8462,
,N,7,0.505,48.624,67.994,0.352,2.21E-12,4.34E-05,1.68E-05,7.04E-07,4.21E-05,0.341,0.349,61.68,12.3077,
,N,7,0.505,48.624,67.994,0.352,1.73E-12,4.13E-05,1.66E-05,5.86E-07,4.02E-05,0.347,0.354,61.509,10.7692,
,N,7,0.505,48.624,67.994,0.352,2.58E-12,4.12E-05,1.65E-05,7.53E-07,4.01E-05,0.339,0.347,61.872,12.3077,
,N,7,0.505,48.624,67.994,0.352,2.07E-12,4.09E-05,1.7E-05,6.4E-07,4E-05,0.344,0.351,61.857,10.7692,
,N,7,0.505,48.624,67.994,0.352,4.25E-12,4.35E-05,1.76E-05,1.01E-06,4.22E-05,0.329,0.339,62.43,15.3846,
,N,7,0.505,48.624,67.994,0.352,2.55E-12,4.31E-05,1.75E-05,7.43E-07,4.19E-05,0.34,0.347,61.862,10.7692,
,N,7,0.505,48.624,67.994,0.352,1.33E-12,3.75E-05,1.5E-05,5.01E-07,3.64E-05,0.352,0.361,61.179,13.8462,
,N,7,0.505,48.624,67.994,0.352,5.08E-12,4.35E-05,1.84E-05,1.07E-06,4.23E-05,0.326,0.338,62.832,18.4615,
,N,7,0.505,48.624,67.994,0.352,1.97E-12,4.29E-05,1.68E-05,6.27E-07,4.18E-05,0.345,0.352,61.72,10.7692,
,N,7,0.505,48.624,67.994,0.352,2.51E-12,4.15E-05,1.64E-05,7.47E-07,4.01E-05,0.339,0.349,61.84,15.3846,
,N,7,0.505,48.624,67.994,0.352,1.71E-12,4.11E-05,1.68E-05,5.73E-07,4.01E-05,0.348,0.355,61.57,10.7692,
,N,7,0.505,48.624,67.994,0.352,1.96E-12,4.04E-05,1.61E-05,6.43E-07,3.93E-05,0.344,0.352,61.586,12.3077,
,N,7,0.505,48.624,67.994,0.352,1.94E-12,4.1E-05,1.6E-05,6.51E-07,3.99E-05,0.344,0.352,61.54,12.3077,
,N,7,0.505,48.624,67.994,0.352,2.13E-12,4.09E-05,1.62E-05,6.79E-07,3.97E-05,0.343,0.35,61.672,10.7692,
,N,7,0.505,48.624,67.994,0.352,1.67E-12,4.21E-05,1.65E-05,5.96E-07,4.09E-05,0.347,0.356,61.411,13.8462,
,N,7,0.505,48.624,67.994,0.352,3.15E-12,4.42E-05,1.78E-05,8.53E-07,4.29E-05,0.335,0.344,62.134,13.8462,
,N,7,0.505,48.624,67.994,0.352,2.65E-12,4.26E-05,1.69E-05,7.78E-07,4.14E-05,0.338,0.347,61.918,13.8462,
,N,7,0.505,48.624,67.994,0.352,2.84E-12,4.24E-05,1.72E-05,7.92E-07,4.12E-05,0.337,0.346,62.025,13.8462,
,N,7,0.505,48.624,67.994,0.352,2.38E-12,4.02E-05,1.62E-05,7.07E-07,3.92E-05,0.341,0.349,61.799,12.3077,
,N,7,0.505,48.624,67.994,0.352,1.93E-12,3.98E-05,1.52E-05,6.28E-07,3.86E-05,0.345,0.353,61.634,12.3077,
,N,7,0.505,48.624,67.994,0.352,2.12E-12,4E-05,1.58E-05,6.76E-07,3.88E-05,0.343,0.35,61.576,10.7692,
,N,7,0.505,48.624,67.994,0.352,2.64E-12,4.17E-05,1.65E-05,7.63E-07,4.06E-05,0.339,0.347,61.897,12.3077,
,N,7,0.505,48.624,67.994,0.352,2.44E-12,4.21E-05,1.71E-05,7.32E-07,4.1E-05,0.34,0.348,61.86,12.3077,
,N,7,0.505,48.624,67.994,0.352,2.74E-12,4.09E-05,1.67E-05,7.73E-07,3.99E-05,0.338,0.346,61.953,12.3077,
